n,51,594238.06,1135726.34
n,51,599230.39,1139607.41
n,51,592607.41,1135661.17
n,51,600233.7,1144941.83
n,51,599320.2,1141081.86
n,51,599461.85,1141672.85
n,51,598489.27,1138710.39
n,51,596402.08,1141769.93
n,51,598760.84,1139066
n,51,596739.97,1141001.22
n,51,598602.4,1138969.51
n,51,596005.8,1141901.32
n,51,600058.83,1146116.55
n,51,597099.74,1138140.61
n,51,599214.7,1138508.97
n,51,600073.7,1140242.91
n,51,596964.69,1137744.48
n,51,594933.47,1137577.17
n,51,599058.22,1140666.76
n,51,594373.53,1136999.15
n,51,593574.46,1136161.21
n,51,597807.83,1142482.86
n,51,599226.17,1141926.63
n,51,596912.65,1141136.7
n,51,598760.84,1139066
n,51,598284.33,1140133.46
n,51,598747.74,1139109.97
n,51,596652.64,1141331.17
n,51,597144.57,1137861.76
n,51,598594.57,1138432.52
n,51,598981.08,1138027.39
n,51,598388.26,1138263.85
n,51,598374.19,1138254.47
n,51,599297.4,1139176.88
n,51,598712.78,1138176.05
n,51,598989.97,1138209.51
n,51,598335.9,1138292.3
n,51,598064.26,1138588.61
n,51,597989.42,1138039.78
n,51,598457.43,1142080.85
n,51,600423.4,1140653.14
n,51,596028.35,1137640.85
n,51,593900.64,1137144.85
n,51,597754.76,1142137.24
n,51,593340.85,1136527.13
n,51,593378.37,1136555.25
n,51,600072.1,1140250.61
n,51,599313.17,1140246.12
n,51,598374.66,1141436.34
n,51,598216.84,1138658.27
n,51,599075.96,1139372.35
n,51,596890.57,1140262.64
n,51,598747.74,1139109.97
n,51,596892.15,1142095.1
n,51,596739.97,1141001.22
n,51,596301.84,1140413.34
n,51,600087.98,1147419.01
n,51,598100.74,1139933.09
n,51,598345.81,1141042.92
n,51,595133.95,1138170.72
n,51,600446.13,1148267.27
n,51,599800.96,1143047.56
n,51,598294.81,1138492.37
n,51,597862.22,1146965.73
n,51,593360.48,1136212.01
n,51,600563.7,1140889.32
n,51,598374.66,1141436.34
n,51,598374.66,1141436.34
n,51,598768,1138596.42
n,51,598438.82,1138651.55
n,51,598579.27,1138838.7
n,51,594767.72,1144292.15
n,51,597678.86,1138698.92
n,51,597609.91,1137624.92
n,51,596870.72,1142111.41
n,51,599111.17,1138560.04
n,51,598812.12,1137947.54
n,51,593941.35,1136925.62
n,51,598282.58,1138452.07
n,51,598064.26,1138588.61
n,51,595501.68,1137751.48
n,51,596065.08,1137958.47
n,51,596154.28,1137996.07
n,51,594209.06,1136043.71
n,51,600426.95,1146363.85
n,51,598582.33,1141532.64
n,51,594576.33,1137609.03
n,51,600147.89,1140862.45
n,51,598216.84,1138658.27
n,51,598747.74,1139109.97
n,51,599075.96,1139372.35
n,51,598579.27,1138838.7
n,51,596078.46,1141647.07
n,51,596923.56,1139803.41
n,51,596387.72,1141970.06
n,51,596026.23,1141520.57
n,51,599275.66,1138570.33
n,51,596974.19,1139234.21
n,51,599303.27,1141673.59
n,51,597000.93,1139461.1
n,51,597812.12,1139896.39
n,51,599098.69,1137985.7
n,51,598383.53,1138277.84
n,51,598529.19,1138287.59
n,51,598435.73,1138095.89
n,51,585888.3,1147516.45
n,51,598207.2,1137990.79
n,51,598303.1,1138150.97
n,51,596217.56,1138911.41
n,51,596253.92,1140242.25
n,51,599473.61,1139184.38
n,51,595698.45,1137976.14
n,51,600121.66,1144688.25
n,51,598605.46,1142076.6
n,51,598374.66,1141436.34
n,51,599862.26,1139678.07
n,51,599075.96,1139372.35
n,51,599016.16,1138895.97
n,51,598669.61,1138460.77
n,51,598669.61,1138460.77
n,51,598760.84,1139066
n,51,596067.4,1141678.54
n,51,596923.56,1139803.41
n,51,596284.36,1142813.07
n,51,598155.38,1139930.33
n,51,598402.34,1138273.23
n,51,599135.71,1138191.25
n,51,598468.22,1138240.73
n,51,598957.09,1138200.08
n,51,596208.31,1138855.36
n,51,598447.37,1138973.72
n,51,595098.42,1137409.52
n,51,593413.41,1136550.56
n,51,600134.42,1145152.78
n,51,597764.53,1142004.21
n,51,594329.23,1135995.13
n,51,594006.41,1135445.61
n,51,600488.88,1141580.08
n,51,599572.08,1140090.44
n,51,600350.89,1139716.81
n,51,600495.82,1139981.02
n,51,598669.61,1138460.77
n,51,598414.71,1138889.58
n,51,598669.61,1138460.77
n,51,596759.86,1140584.44
n,51,596833.65,1138772.54
n,51,597723.71,1138739.41
n,51,598534.08,1138217.57
n,51,598374.72,1141415.33
n,51,598335.9,1138292.3
n,51,598332.98,1137971.29
n,51,600077.6,1145918.79
n,51,600146.14,1144548.27
n,51,600216.6,1145274.1
n,51,598604.12,1140780.15
n,51,592836.81,1136077.54
n,51,599313.17,1140246.12
n,51,598579.27,1138838.7
n,51,596676.42,1141228.52
n,51,598394.5,1138555.3
n,51,598280.97,1139028.69
n,51,597933.39,1139595.59
n,51,598758.99,1138456.32
n,51,598994.65,1138214.19
n,51,597255.25,1138484.94
n,51,595063.05,1139188.41
n,51,597229.13,1138085.53
n,51,601007.78,1146577.92
n,51,598747.07,1138621.17
n,51,599533.76,1146117.38
n,51,597255.25,1138484.94
n,51,593764.12,1137223.88
n,51,600158.91,1140295.21
n,51,598374.66,1141436.34
n,51,599173.24,1140705.6
n,51,599909.41,1141270.28
n,51,598282.84,1142339.47
n,51,599341.49,1140912.52
n,51,598669.61,1138460.77
n,51,596639.73,1139979.37
n,51,596301.84,1140413.34
n,51,598845.57,1141916.21
n,51,599305.55,1137958.27
n,51,599223.7,1138649.07
n,51,597265.84,1138412.44
n,51,596126.59,1138694.14
n,51,594877.65,1139144.8
n,51,593991.4,1136584.81
n,51,598806.91,1141879.92
n,51,601246.8,1146580.66
n,51,596145.39,1138906.05
n,51,598897.64,1149649.14
n,51,597265.84,1138412.44
n,51,600247.88,1145323.5
n,51,600289.28,1146345.07
n,51,599852.05,1147359.11
n,51,598313.54,1142278.9
n,51,598669.61,1138460.77
n,51,598579.27,1138838.7
n,51,598579.27,1138838.7
n,51,598438.82,1138651.55
n,51,599639.31,1153548.53
n,51,598343.75,1138649.29
n,51,599634.85,1139500
n,51,597375.01,1137654.68
n,51,598104.69,1138415.38
n,51,598234.38,1138463.02
n,51,598104.69,1138415.38
n,51,598429.25,1139151.09
n,51,595080.6,1138782.24
n,51,594277.15,1138710.03
n,51,594756.07,1137513.05
n,51,594727.86,1137517.65
n,51,598219.63,1139117.23
n,51,598404.85,1140725.03
n,51,594037.06,1137084.57
n,51,593371.63,1136349.7
n,51,593160.22,1136344.36
n,51,597606.92,1138691.13
n,51,599852.01,1143270.62
n,51,599740.18,1142117.17
n,51,598949.88,1140757.49
n,51,599909.4,1143742.3
n,51,594362.48,1135862.14
n,51,598442.25,1138719.6
n,51,599061.92,1138954.8
n,51,598790.21,1138650.54
n,51,596892.45,1142096.1
n,51,596899.88,1140259.35
n,51,598006.65,1137761.43
n,51,596869.82,1139289.73
n,51,597607.26,1137732.3
n,51,597457.5,1139409.25
n,51,598096.63,1139932.79
n,51,597655.63,1139351.44
n,51,599200.77,1138448.23
n,51,598924.11,1138232.67
n,51,592924.08,1135956.37
n,51,594136.7,1137687.23
n,51,594136.7,1137687.23
n,51,593778.56,1136290.16
n,51,599186.07,1139494.06
n,51,599490.93,1139617.47
n,51,593702.38,1147186.49
n,51,598213.43,1137760.84
n,51,598282.58,1138452.07
n,51,598104.69,1138415.38
n,51,595128.66,1138390.16
n,51,595138.24,1136963.1
n,51,598258.74,1142970.82
n,51,599104.82,1140805.79
n,51,597562.81,1139350.6
n,51,599186.07,1139494.06
n,51,594292.56,1136473.46
n,51,600161.99,1145780.74
n,51,599671.67,1147184.42
n,51,599128.06,1141723.26
n,51,596265.92,1140658.65
n,51,597023.73,1140965.1
n,51,596639.73,1139979.37
n,51,595853.35,1138046.61
n,51,598579.27,1138838.7
n,51,597658.95,1137734.2
n,51,597861.05,1138573.75
n,51,598259.73,1139271.72
n,51,598698.83,1138124.65
n,51,598627.93,1138269.19
n,51,595901.63,1139298.09
n,51,595939.07,1138006.55
n,51,595394.18,1137902.34
n,51,595220.61,1137785.13
n,51,596540.48,1138064.23
n,51,598578.92,1140654.9
n,51,594076.16,1136547.6
n,51,600213.96,1148944.59
n,51,599487.36,1141789.64
n,51,600290.28,1140370.29
n,51,600495.82,1139981.02
n,51,600159.96,1140750.43
n,51,599313.17,1140246.12
n,51,594158.47,1136578.34
n,51,593069.69,1135987.11
n,51,599202.21,1139202.65
n,51,598484.22,1138836.44
n,51,598747.74,1139109.97
n,51,598747.74,1139109.97
n,51,596892.52,1142096.91
n,51,597162.01,1138553.91
n,51,597661.6,1138049.96
n,51,598749.58,1138460.97
n,51,596448.12,1138809.32
n,51,595944.25,1139176.81
n,51,598872.5,1140701.25
n,51,593802.13,1135290.87
n,51,593671.07,1136882.71
n,51,594289.2,1135969.16
n,51,600894.58,1148349.08
n,51,594319.02,1135357.55
n,51,600488.88,1141580.08
n,51,600309.93,1140893.26
n,51,600490.36,1140244.8
n,51,598445.19,1137712.27
n,51,598813.88,1138589.91
n,51,598438.82,1138651.55
n,51,599103.66,1139151.01
n,51,598343.75,1138649.29
n,51,596795.38,1140696.59
n,51,599509.27,1139672.34
n,51,596000.39,1140983.87
n,51,596005.8,1141901.32
n,51,598543.49,1138212.92
n,51,600233.61,1145382.98
n,51,599282.69,1138165.45
n,51,599353.59,1140089.54
n,51,597869.63,1138236.13
n,51,594906.8,1137387.39
n,51,594845.69,1137391.89
n,51,595422.75,1137767.01
n,51,600224.09,1148384.2
n,51,600886.75,1148211.36
n,51,599168.99,1143035.25
n,51,599939.99,1140436.99
n,51,600108.17,1140373.27
n,51,600072.1,1140250.61
n,51,599035.62,1139514.64
n,51,599004.13,1139449.55
n,51,598759.55,1139523.56
n,51,599061.39,1142864.55
n,51,595983.37,1142902.7
n,51,596923.56,1139803.41
n,51,596549.31,1140143.22
n,51,596692.56,1141234.98
n,51,599294.8,1138434.49
n,51,598433.17,1137751.54
n,51,595941.64,1150836.91
n,51,593734.9,1135036.31
n,51,595625.09,1139026.52
n,51,595090.5,1138595.5
n,51,599013.92,1140958.43
n,51,596263.88,1137816
n,51,593643.43,1136663.2
n,51,600282.5,1145131.04
n,51,599789.13,1143076.7
n,51,599909.4,1143742.3
n,51,598343.75,1138649.29
n,51,598760.84,1139066
n,51,598602.4,1138969.51
n,51,596115.42,1140595.5
n,51,596789.9,1140767.78
n,51,596438.3,1140456.61
n,51,596387.72,1141970.06
n,51,597900.87,1139773.5
n,51,598661.11,1138166.56
n,51,597797.1,1138540.88
n,51,598407.25,1138409.23
n,51,595495.05,1137104.15
n,51,595546.57,1137169.66
n,51,593671.07,1136882.71
n,51,593187.93,1135707.26
n,51,599173.24,1140705.6
n,51,599226.17,1141926.63
n,51,599061.39,1142864.55
n,51,594777.03,1137642.7
n,51,598760.84,1139066
n,51,596518.74,1140471.72
n,51,596880.72,1142121.41
n,51,600568.27,1150708.81
n,51,596912.65,1141136.7
n,51,597023.73,1140965.1
n,51,597650.89,1137885.92
n,51,597865.74,1138575.22
n,51,598547.96,1138296.98
n,51,598942.8,1138270.08
n,51,598590.32,1138273.75
n,51,597843.53,1138536.64
n,51,598104.69,1138415.38
n,51,595114.67,1138348.1
n,51,595246.21,1138367.13
n,51,595986.05,1139359.02
n,51,595729.43,1138681.28
n,51,598331.33,1143476.39
n,51,599056.24,1140741.45
n,51,598582.69,1140361.94
n,51,594911.7,1137312.69
n,51,599075.7,1140717
n,51,595666.54,1137987.13
n,51,598147.9,1142283.07
n,51,594958.31,1137457.57
n,51,600193.6,1145000.07
n,51,593665.51,1137569.82
n,51,598842.08,1141905.7
n,51,600122.42,1139909.92
n,51,598440.99,1142497.48
n,51,599789.13,1143076.7
n,51,599320.2,1141081.86
n,51,599103.66,1139151.01
n,51,598602.4,1138969.51
n,51,596026.23,1141520.57
n,51,596759.86,1140584.44
n,51,596759.86,1140584.44
n,51,597091.11,1139139.19
n,51,598006.65,1137761.43
n,51,596909.96,1139006.79
n,51,597298.15,1139360.08
n,51,599250.39,1139181.42
n,51,599460.94,1139508.84
n,51,599460.94,1139508.84
n,51,596291.67,1140186.32
n,51,598061.28,1152594.2
n,51,600790.29,1147855.15
n,51,598330.81,1137803.78
n,51,598428.51,1138364.93
n,51,598104.69,1138415.38
n,51,595080.6,1138782.24
n,51,596297.59,1138860.27
n,51,594958.7,1137312.82
n,51,594976.51,1137677.08
n,51,596301.62,1137764.74
n,51,596239.51,1137762.84
n,51,593567.41,1135192.19
n,51,595797.4,1137883.03
n,51,600158.91,1140295.21
n,51,600495.82,1139981.02
n,51,599649.49,1143033.48
n,51,598420.44,1140926.99
n,51,595066.78,1137702.44
n,51,598596.9,1138874.11
n,51,598451.34,1138827.01
n,51,598752.49,1139095.97
n,51,597056.1,1140691.08
n,51,596164.35,1144583.87
n,51,596899.98,1140259.75
n,51,597093.55,1139103.59
n,51,597552.87,1137855.89
n,51,598029.57,1137757.99
n,51,597892.17,1137736.01
n,51,599693.27,1138785.8
n,51,598290.99,1137814.56
n,51,598534.1,1138210.56
n,51,594750.45,1135776.8
n,51,599628.16,1138545.16
n,51,593470.09,1138231.61
n,51,595924.83,1137687.26
n,51,598400.89,1149625.56
n,51,598357.13,1149733.96
n,51,594129.16,1136029.56
n,51,600137.16,1146245.14
n,51,594172.01,1137565.95
n,51,599940.72,1147569.13
n,51,593639.85,1135432.96
n,51,598942.36,1140924.38
n,51,598457.59,1138679.59
n,51,598973.92,1138900.49
n,51,599085.06,1139484.43
n,51,599085.06,1139484.43
n,51,598747.74,1139109.97
n,51,599091.22,1138966.19
n,51,599091.22,1138966.19
n,51,596587.22,1141410.36
n,51,597858.72,1137723.66
n,51,597855.47,1137835.72
n,51,597860.31,1137783.78
n,51,598835.23,1138083.01
n,51,599236.28,1139186.05
n,51,599414.09,1139457.35
n,51,599060.16,1138317.1
n,51,598290.99,1137814.56
n,51,597890.46,1138138.73
n,51,597797.1,1138540.88
n,51,596429.27,1137118.98
n,51,594279.98,1135861.9
n,51,600109.41,1144864.45
n,51,593588.81,1135185.34
n,51,599584.83,1140564.37
n,51,599731.6,1141003.66
n,51,598760.84,1139066
n,51,598747.74,1139109.97
n,51,598950.89,1138732.34
